id,question,answer,url,main_category,sub_category,intent,intent_explain,intent_id
7116,测血糖的最佳时间是什么时候,检测血糖的最佳时间是：1、空腹血糖是指隔夜早餐前取血8小时以上测得的血糖值，午餐和晚餐前测得的血糖值不能称为空腹血糖；2、餐前血糖是指早餐、午餐、晚餐前测得的血糖；3、餐后2小时血糖是指早餐、午餐、晚餐后2小时测得的血糖；4、随机血糖，一天中任何时间测的血糖，比如睡前和午夜测的血糖值。这种测量有助于了解血糖的随机变化。只有定期测量检测，才能更好的控制血糖。,http://club.xywy.com/static/20220403/194194263.htm,Diagnosis(诊断）,other（其他）,A0,诊断大类其他意图,0
7118,尿检两个加号是糖尿病吗？,朋友您好检查尿常规，尿糖有两个加号，提示糖尿病的可能性很大。尿检不作为糖尿病的诊断标准。现在糖尿病主要是根据血糖来诊断的。如果餐后2小时血糖高于11.1、最好测个空腹血糖，不要紧张，注意休息。糖尿病的确诊使用空腹血糖及餐后两小时血糖确诊。尿糖只是辅助的诊断。建议查一个空腹血糖餐后两小时血糖和糖化血红蛋白，空腹血糖正常值为3.9-6.1、高于7.0。糖化血红蛋白大于6.5就可以确诊为糖尿病。诊断明确后如果是糖尿病就要及时的治疗，防止糖尿病的急慢性并发症。平时还要饮食控制加强运动，减轻体重，这样更有利于血糖的控制。心情上别紧张注意歇息。,http://club.xywy.com/static/20220403/194194031.htm,Diagnosis(诊断）,other（其他）,A0,诊断大类其他意图,0
7145,糖尿病怎么自查,问题分析：你好，根据你所描述的情况，这个主要还是考虑是由于血糖高糖尿病导致的。指导建议：平时注意不要吃甜的，不要吃的太饱，少吃主食，多吃一些粗粮蔬菜加强锻炼，看看能不能降下来。,http://club.xywy.com/static/20220322/194155071.htm,Diagnosis(诊断）,other（其他）,A0,诊断大类其他意图,0
7429,怎样判断是脚气还是糖尿病足,"脚气就是我们说的，足癣，也就是真菌的感染，而糖尿病足的话，在患有足癣的基础上，如果导致破溃。脚气主要是真菌感染所致，人的足底和趾间没有皮脂腺,从而缺乏抑制皮肤丝状真菌的脂肪酸,生理防御机能较差,有利于丝状真菌的生长。脚气表现为脚趾间起水疱、脱皮或皮肤发白湿软,也可出现糜烂或皮肤增厚、粗糙、开裂,并可蔓延至足跖及边缘,剧痒。严重者可伴局部化脓、红肿、疼痛。糖尿病足是糖尿病的并发症，由于血液循环受阻，肢体末端会出现轻触觉、本体感觉、温度觉和疼痛感知的共同减弱;运动神经病变表现为足内在肌萎缩,出现爪状趾畸形等;继上述早期神经病变引起的症状外,还可出现溃疡、感染、脚气虽然跟糖尿病足没有必然的联系,但也是糖尿病足的诱发因素之一。糖尿病患者应当穿宽松的棉袜和棉布鞋,并每天检查足部,天天换洗袜子。正值春季许多病原体如细菌、病毒等,极易繁殖和传播,要特别加强防病意识,如果发现有皮肤小破损,千万不可自行处理,应尽早去医院就诊。多注意对脚部进行消毒、杀菌处理,对糖尿病足及时用药处理。",http://club.xywy.com/static/20220122/194134833.htm,Diagnosis(诊断）,other（其他）,A0,诊断大类其他意图,0
7551,怎么确定得了糖尿病,糖尿病是一组以高血糖为特征的全身性代谢性疾病，常表现为不明原因的口干、多饮、多尿、体重下降和反复出现的尿路、会阴、皮肤等部位感染。1999年世界卫生组织的糖尿病诊断标准主要包括以下几种：1.患者存多饮，多尿，多食，不明原因消瘦等典型糖尿病表现，实验室检测提示随机血糖》11.1mmol/L，或空腹血糖》7.0mmol/L，或葡萄糖复合后2小时血糖》11.1mmol/L即可诊断为糖尿病。2.患者没有明显的糖尿病表现者，则需复查确认。3.糖尿病患者实验室检查除血糖升高外还有尿糖（+）等检测异常，但尿糖（+）可能是某些食物，药物或其他系统疾病影响肾糖阈的改变，从而导致尿糖（+）。4.多种药物或其他脏器病变导致的血糖一过性或暂时性升高容易误诊为糖尿病，内分泌专科医生根据具体情况，具体分析，对症治疗。一旦患者有上述异常，应积极就诊，在医师的指导下，查明病因，对症治疗。,http://club.xywy.com/static/20210609/193960717.htm,Diagnosis(诊断）,other（其他）,A0,诊断大类其他意图,0
7557,在家怎么检测糖尿病,在家里检测糖尿病依赖于快速的指尖血糖测量。血糖仪现在非常普遍，很多患者家庭都会常备。患者可以选择在早上正常进食前检测一次血糖，餐后2-3小时左右，观察血糖情况。如果血糖波动或明显异常，应先检查原因。例如，如果饮食控制不好，有没有漏服或漏打胰岛素，可能会引起血糖波动。另外，我们家里的快速血糖作为参考的前提是血糖仪的准确度要高。有些血糖仪的质量不是很好，可能测量的血糖值与正常的血糖值相差很大，这个血糖仪测量的血糖值就没有什么参考价值了。,http://club.xywy.com/static/20210605/193960258.htm,Diagnosis(诊断）,other（其他）,A0,诊断大类其他意图,0
7,1型儿童糖尿病糖化多少正常,糖尿病人糖化血红蛋白正常值是4.0到6.0，假如糖化血红蛋白超过6.1，那就说明血糖已经出现了问题。糖尿病人肯定要定期检测血糖，随时调整用药，这样有好处血糖的稳定，从因此有好处避免并发症的出现以及病患中的加剧还应该掌握饮食，适当的多活动，这样有益于身体健康。,http://ask.39.net//question/86441376.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
185,2型糖尿病空腹血糖7左右正常吗,你的血糖还是偏高的，糖尿病的患者平时饮食是需要注意的，要低糖饮食，同时加强体育锻炼，如果血糖还是控制不好的话，是需要用降糖的药物进行治疗的，水果是不能吃的，可以多吃蔬菜，比如黄瓜和柿子。,http://ask.39.net//question/34696623.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
186,2型糖尿病空腹血糖9点高吗,您好根据您的描述，如果持续超过7.0应明确为糖尿病，应及时规律服用降糖药物，如二甲双胍，消渴丸，同时科学饮食。,http://ask.39.net//question/49464812.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
243,2型糖尿病人餐后2小吋血糖值10高不高,您好，这个餐后2小时血糖值介于正常和糖尿病之间。正常是小于7.8，所以您的这个血糖还是偏高了一些。,http://ask.39.net//question/41882084.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
416,52岁女血糖7.4是不是糖尿病,考虑是糖尿病，建议糖耐量试验确诊。,http://ask.39.net//question/17465273.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
417,52岁糖尿病患者血糖31怎么办,患者可以诊断糖尿病，建议控制饮食总量及低糖饮食，降糖药物治疗一周，复查，评估病情。,http://ask.39.net//question/37847635.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
434,58岁空腹血糖58餐后96是糖尿病吗,检查结果属于正常的，不必担心的，平时适当多运动，少吃甜食等就可以的。提问者对于答案的评价：ask6WCE6：谢谢,http://ask.39.net//question/26403995.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
445,6.31这个血糖指数是否为糖尿病,您好；这种情况是不能确诊是糖尿病的，平时注意低糖饮食，待1周复查看看,http://ask.39.net//question/11817845.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
446,6.3血糖是不是糖尿病的前期,依据您的描述，您的这个状况血糖值不高，不过没什么价值，提议最佳清晨空着肚子没有吃东西时测量一下比较好，也能够测量一下餐后两小时血糖。空着肚子没有吃东西血糖在4.4--6.9之间归属于正常，餐后两小时血糖在7.8--11.3之间归属于正常。假如有高血糖能够吃点儿降糖药例如二甲双胍阿卡波糖。,http://ask.39.net//question/94039109.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
447,6.4血糖，请问是不是糖尿病啊,一般都空腹血糖不超过七，应该说可能就不是糖尿病的，不放心的话你可以考虑再做一个糖耐量的实验，,http://ask.39.net//question/38662467.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
448,6.4血糖是否糖尿病，空腹,你好，考虑不是糖尿病的，你可以平时控制饮食一段时间再复查血糖看看的。提问者对于答案的评价：askKQJXJ：谢谢你,http://ask.39.net//question/17588690.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
449,6.5血糖是不是糖尿病,糖尿病的诊断，空腹血糖大于或等于7.0毫摩尔/升，和/或餐后两小时血糖大于或等于11.1毫摩尔/升。,http://ask.39.net//question/47906049.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
452,60岁，女，血糖高6.8，是糖尿病吗,如果你的血糖是空腹血糖6.8，那么已经高血糖，但还不是糖尿病，是需要饮食控制的。,http://ask.39.net//question/15996866.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
464,63岁老爷子，餐前血糖8.7是糖尿病吗,您好，空腹血糖大于7.0毫摩尔/升就可以诊断糖尿病了，您两次化验结果均达到标准，可以诊断为“2型糖尿病”。但血糖不是太高，若无并发症可考虑先饮食、运动控制。,http://ask.39.net//question/44502241.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
465,65岁糖尿病人血糖控制在多少,糖尿患者的血糖正常值多少算是正常的，正常状况下空着肚子没有吃东西血糖是在3.8~6.11的，餐后两小时血糖是在7:30~11.11的。糖尿病要注重经过药品来医治，防止病症加剧的，并且要注重防止高胆固醇高，脂肪高糖的食品，多摄取高纤维粗粮的食品，平常注意多喝水，适当活动。,http://ask.39.net//question/94012505.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
466,65岁糖尿病血糖多少是正常值,通常空着肚子没有吃东西血糖的正常范畴是3.9-6.0mmol/L。空着肚子没有吃东西血糖6.1-6.9mmol/L考虑为空腹血糖受损，空腹血糖在7.0mmol/L以上考虑是糖尿病。中老年人，如血糖在6~7之间，这种值介于正常与糖尿病诊疗规范之间，归属于糖稳定损伤阶段，但还缺乏于诊疗为糖尿病。,http://ask.39.net//question/86453635.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
468,66岁的人血糖7.6是不是糖尿病,这种情况建议查下糖化血红蛋白，糖耐量试验看下。,http://ask.39.net//question/10875178.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
477,7.0的血糖是糖尿病吗,你好朋友，依据你的描述，您的血糖在7.0归属于偏高，正常血糖在3.9-6.1范畴内，您须要积极医治调养。您好病患，提议您注重休息保暖，保持好的生活习惯，不要劳累受凉熬夜心理情绪冲动，保持好的心态，饮食油腻温热易消化，禁生冷辛辣刺激食品，提议您低盐低脂低糖饮食并保持锻炼身体，假如没有改善须要去医院门诊系统查验医治。,http://ask.39.net//question/94066982.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
478,7.2血糖是不是糖尿病,根据你提供的情况，不一定是糖尿病引起的症状，建议去医院进一步的做血糖糖化血红蛋白测定之类的检测及时的自我调理。,http://ask.39.net//question/47948420.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
479,7.58是糖尿病吗谢谢我想知道,你好，如果空腹血糖7.58的话已经超出了正常参考范围，还需进一步检查餐后2小时血糖和糖基化血红蛋白看一下方可以确定是不是糖尿病,http://ask.39.net//question/28907498.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
480,7.5的血糖是糖尿病吗,是糖尿病的情况引起的这情况还是建议注意复查还可用药进行对症的治疗控制血糖,http://ask.39.net//question/18004718.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
481,7.5算不算糖尿病呢,7.5的血糖还不能算作是糖尿病的，但是要引发重视，到平常注重掌握饮食，防止高胆固醇，高脂肪，高糖的食品，提议多吃一些高纤维粗粮的食品，并且注重生活规律，多喝水的。过一阵子到医院门诊去救治检测一下，假如还是比较高，要注意经过药品来选择医治的。,http://ask.39.net//question/93991176.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
482,7.83的血糖算糖尿病吗,仅仅一次空腹血糖这样高是不能诊断糖尿病的，如果有糖尿病的症状有一次这样高还是可以诊断糖尿病的。如果没有糖尿病的症状还需要再次复查血糖的。建议隔夜空腹（至少8～10小时未进任何食物，饮水除外）后做血糖复查看看或糖耐量试验检查看看是否是糖尿病。还应该复查诊断清楚啊。,http://ask.39.net//question/59141205.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
483,7.9血糖是几型糖尿病,是哪型糖尿病，不是根据血糖值来定的，根据年龄、胰岛素释放试验等结果定的。现在空腹血糖正常的，不知餐后二小时血糖多高，糖化血红蛋白及肝肾功能呢，到医院检查下吧。,http://ask.39.net//question/5019042.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
484,7.9早期糖尿病人应该注意什么,"病情分析：糖尿病人应避免进食糖及含糖食物,减少进食高脂肪及高胆固醇食物,指导意见：适量进食高纤维及淀粉质食物,进食要少食多餐.运动的选择应当在医生的指导下进行,",http://ask.39.net//question/23903113.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
488,70岁老人什么情况易得糖尿病吗,一般确诊糖尿病空腹血糖两次超过7，0mmol/l，为糖尿病，空腹定义为至少8h内无热量摄入。另外口服糖耐量试验时2h血糖超过11，1mmol/l，为糖尿病。建议再复查血糖，平时注意饮食，不要吃甜食和含糖的食物。,http://ask.39.net//question/29545805.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
503,78岁男性血葡萄糖为7.26是糖尿病吗,这种情况可以诊断糖尿病了，建议再查下糖化血红蛋白和餐后2小时血糖看下。,http://ask.39.net//question/12652551.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
509,8.1的空腹血糖是糖尿病吗,你好。空腹血糖正常值为3.9-6.1;空腹血糖≥7或餐后2小时血糖≥11.1为糖尿病;空腹血糖在6.1-7为空腹血糖异常;餐后2小时血糖在7.8-11.1为糖耐量异常。空腹血糖异常和糖耐量异常是界于正常人和糖尿病人的中间过渡阶段，这种人是糖尿病的高危人群。你现在这种情况应该再重复做次检验。才能做最终确定。,http://ask.39.net//question/41072800.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
510,8.3血糖，我算不算糖尿病啊,糖尿病诊断标准具体如下：1，糖尿病的典型症状随机血浆葡萄糖浓度大于等于11.1mmlo/升。2，空腹血浆葡萄糖浓度大于等于7.0mmol/升。3，糖耐量试验的餐后两小时血浆葡萄糖浓度大于等于11.1mmol/升。以上三点满足任何一点均可诊断。建议您做一下糖耐量的检查进一步的确诊,http://ask.39.net//question/36980852.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
511,8.4算糖尿病吗,糖尿病诊断标准：空腹血糖7.0mmol/l或餐后血糖≥11.1mmol/l。而且若是空腹血糖超过7，不同时间，不同地点，两次以上的话，就可以确诊为糖尿病的。对于这种情况，首先在医生指导下口服降糖药进行治疗，而且平时也要注意低糖饮食，适当运动，控制好体重。,http://ask.39.net//question/57457412.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
524,83岁男餐后2小时血糖8.5是糖尿病吗,空腹血糖是多少呢。一般糖尿病两小时治标不能做判断糖尿病的标志的呢。,http://ask.39.net//question/28152343.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
542,9.9血糖值算是糖尿病患者吗,依据您的描述的状况，考虑应该是饮食不当引发血糖超过现的病症。提议您能够全身组织消渴丸，或二甲双胍缓释片，平常注重饮食，不要吃辛辣刺激性食品，以及含糖高的食品，油腻饮食，多喝水，最佳少食多餐，规律饮食，不要暴饮暴食，多吃一些新鲜的水果和菌类，多活动。,http://ask.39.net//question/93417237.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
579,c肽正常为什么还是糖尿病,2型糖尿病病患的空着肚子没有吃东西C肽值范畴大概在1~3之间。但是，C肽值的规范水平会根据实验盒的不一样因此出现肯定的差异。健康人的C肽水平会在进食后的一个小时内到达明显的高峰，高峰的值大约是空着肚子没有吃东西C肽水平的4~8倍。,http://ask.39.net//question/89733370.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
580,GLU(葡萄糖)检测19.98是糖尿病,很高，建议控制饮食，增加运动量，先用胰岛素治疗。提问者对于答案的评价：askGBYUT：谢谢,http://ask.39.net//question/12804859.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
581,GLU7.05是糖尿病吗,考虑是。目前不需要服用药物。控制饮食看看。,http://ask.39.net//question/16842305.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
582,Glu7.09mmol/L是糖尿病吗,你好，只要空腹血糖超过7.0就可以确诊是糖尿病，就要及时治疗！提问者对于答案的评价：askKSR5V：谢谢！,http://ask.39.net//question/13519615.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
583,GLU7.2mmoL是否确诊为糖尿病,仅此一项不能断定，需要结合餐前餐后血糖值诊断,http://ask.39.net//question/17173966.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
584,GLU葡萄糖值超过多少可确认是糖尿病,患者空腹血糖超过7，就可以诊断糖尿病，你的检查，提示糖脂质代谢紊乱，建议控制饮食，加强运动，一个月复查，不能改善，需要降糖，降脂药物治疗。,http://ask.39.net//question/45149147.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
585,GLU血糖检查6.2是糖尿病吗,这个不能确诊，建议查下糖耐量试验和糖化血红蛋白看下。,http://ask.39.net//question/11440230.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
586,HbA1c正常是否就不是糖尿病,这个糖化血红蛋白正常不能排除糖尿病。糖化血红蛋白反映的是患者近3个月的血糖平均值，也就是糖化血红蛋白所反映出来的血糖水平仅仅是近120天左右血糖的平均数值。如果患者有一些时候血糖特别低，而某些时候血糖特别高，这种血糖波动比较大的时候，也会出现糖化血红蛋白的正常。,http://ask.39.net//question/65364288.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
650,爱出汗爱喝水血糖19.5可能是糖尿病吗,你好，你的这个的血糖，不管是空腹的还是餐后二小时的都有过高，已够糖尿病标准的了,http://ask.39.net//question/33272041.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
805,本人6.5血糖算是糖尿病吗,您好，请问是空腹血糖吗，如果是空腹血糖，就有点偏高，但是还没达到糖尿病的诊断标准。。如果您有多饮多食多尿消瘦的症状，那得糖尿病的可能性就大。建议您注意定期复查空腹及餐后血糖，必要时做糖耐量检查。,http://ask.39.net//question/39468223.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
852,不吃饭空腹血糖6.7是糖尿病吗,你好，根据你说的情况，达不到定糖尿病的标准，我建议你再次检测空腹血糖和餐后2小时的血糖。,http://ask.39.net//question/42584699.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
889,餐后2小时血糖12.6算糖尿病吗,假如是餐后血糖这种数值也是挺高的，也能够诊疗为糖尿病了，能够先掌握一下饮食平常注重多运动运动，过一段时候再复查一个看看，暂时能够先不必全身组织药品，假如以后血糖还是增高大概须要添加降糖药品，目前重要的是掌握饮食多锻炼。,http://ask.39.net//question/94067672.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
890,餐后2小时血糖8.6是不是糖尿病,您所说的这个状况轻微高一点，基础是正常的，这个饭后两小时通常在3.9～7.8正常，您的状况假如没有别的不适，基础正常，不了解空着肚子没有吃东西血糖是多少，能够在查验一个空着肚子没有吃东西血糖看看情况的，平常的时候注重不要吃太多甜食，过于清淡的，多吃点粗粮菌类，多活动。,http://ask.39.net//question/94084870.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
891,餐后俩小时过后，糖尿病的正常值是多少,你好；正常血糖浓度是3.9-6.1毫摩尔每升.餐前空腹血糖大于7.00.或餐后2小是血糖大于11.1再加上有糖尿病的症状就能诊断糖尿病.糖尿病属于是一种代谢性疾病.是没有传染性的.与遗传有一定的关系;预防的重点是.减少糖的摄入.减轻体重.合理饮食.积极的运动等才是最佳的方法.必要时在医生指导下用降糖药.,http://ask.39.net//question/40772585.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
892,餐后两小时14.5的血糖是糖尿病吗,糖尿病的诊疗规范，一个是空着肚子没有吃东西血糖，一个是餐后血糖。通常空着肚子没有吃东西血糖是不超过7.1。还有一个就是餐后血糖，假如是餐后血糖持续两三次监测都超过11.1，也能够确诊糖尿病。假如持续两次三次血糖都超过这种数字，能够考虑糖尿病。还有一个就是可以检测糖化血红蛋白，糖化血红蛋白，通常反应近三个月的血糖水平。,http://ask.39.net//question/94030922.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
893,餐后两小时8.59算不算糖尿病患者,你好。餐后两小时血糖正常值是3.9-8.5。根据这个标准，你的餐后两小时血糖偏高，还不能定性为糖尿病。平时可以通过控制饮食和适当运动来调节血糖，平时要注意低糖饮食，多吃含糖量少的蔬菜和水果，适量运动控制体重，避免过度劳累和精神紧张，避免情绪激动，可以把血糖控制在正常范围内。,http://ask.39.net//question/46895959.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
894,餐后两小时后11点多算是糖尿病吗,你好，糖尿病的诊断化验室是空腹血糖大于等于7.0，餐后及随机血糖是大于等于11.1，建议你，注意反复化验血糖在进一步确诊的,http://ask.39.net//question/39388448.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
895,餐后血糖12.3属于二型糖尿病吗,你的这种不肯定是糖尿病。假如血糖是正常的，问题不大。提议您最佳做一个空着肚子没有吃东西血糖，看看是不是血糖有异常。多是受饮食的作用。假如血糖异常，能够做一个糖耐量检测的检测，检测结果如果正常就不必担心，如果有问题再依据结果选择医治。,http://ask.39.net//question/93998083.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
896,餐后血糖多高为糖尿病,糖尿病人血糖值：空腹7餐后两小时11既可诊断为糖尿病。糖尿病可导致感染、心脏病变、脑血管病变、肾功能衰竭、双目失明、下肢坏疽等而成为致死致残的主要原因。所以患者一定要早预防、早发现、早治疗。,http://ask.39.net//question/41051929.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
897,餐前血糖20.4，糖尿病是否很严重了,餐前血糖20.4这么高的血糖是非常容易引起高血糖高渗状态或是酮症酸中毒等的，也对慢性并发症有加速的作用，建议您到糖尿病医院采用强化治疗等方案，一般3天左右血糖可以降到正常，7-14天左右就可以形成一个平稳期，这样可以带着胰岛素的治疗方案回家治疗，这样帮助您控制好血糖，食疗现在不能控制住血糖的。祝您健康！,http://ask.39.net//question/18113087.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
898,餐前血糖5.1，餐后9.3算不算糖尿病,你好，现在餐前血糖是正常的，餐后两小时的血糖偏高，还不能诊断为糖尿病，建议过几天再复查。,http://ask.39.net//question/48945931.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
899,餐前血糖是9.5，是否得了糖尿病,您好，可以确定，建议口服二甲双胍片治疗，另外控制饮食，加强锻炼即可,http://ask.39.net//question/17143520.html,Diagnosis(诊断）,interpretation of clinical（临床解释）,A1,临床解释,1
